品牌,品种,日期,价格
周生生,黄金价格,2024-11-08,808.0
周生生,黄金价格,2024-11-09,802.0
周生生,黄金价格,2024-11-11,802.0
周生生,黄金价格,2024-11-12,788.0
周生生,黄金价格,2024-11-13,783.0
周生生,黄金价格,2024-11-14,774.0
周生生,黄金价格,2024-11-15,775.0
周生生,黄金价格,2024-11-16,773.0
周生生,黄金价格,2024-11-18,776.0
周生生,黄金价格,2024-11-19,786.0
周生生,黄金价格,2024-11-20,792.0
周生生,黄金价格,2024-11-21,799.0
周生生,黄金价格,2024-11-22,801.0
周生生,黄金价格,2024-11-23,814.0
周生生,黄金价格,2024-11-25,814.0
周生生,黄金价格,2024-11-26,798.0
周生生,黄金价格,2024-11-27,789.0
周生生,黄金价格,2024-11-28,791.0
周生生,黄金价格,2024-11-29,791.0
周生生,黄金价格,2024-12-01,796.0
周生生,黄金价格,2024-12-02,791.0
周生生,黄金价格,2024-12-03,795.0
周生生,黄金价格,2024-12-04,797.0
周生生,黄金价格,2024-12-05,798.0
周生生,黄金价格,2024-12-06,792.0
周生生,黄金价格,2024-12-08,796.0
周生生,黄金价格,2024-12-09,795.0
周生生,黄金价格,2024-12-10,804.0
周生生,黄金价格,2024-12-11,814.0
周生生,黄金价格,2024-12-12,823.0
周生生,黄金价格,2024-12-13,807.0
周生生,黄金价格,2024-12-15,796.0
周生生,黄金价格,2024-12-16,796.0
周生生,黄金价格,2024-12-17,801.0
周生生,黄金价格,2024-12-18,800.0
周生生,黄金价格,2024-12-19,784.0
周生生,黄金价格,2024-12-20,786.0
周生生,黄金价格,2024-12-21,795.0
周生生,黄金价格,2024-12-23,795.0
周生生,黄金价格,2024-12-24,793.0
周生生,黄金价格,2024-12-25,797.0
周生生,黄金价格,2024-12-26,800.0
周生生,黄金价格,2024-12-27,803.0
周生生,黄金价格,2024-12-28,799.0
周生生,黄金价格,2024-12-30,803.0
周生生,黄金价格,2024-12-31,799.0
周生生,黄金价格,2025-01-02,803.0
周生生,黄金价格,2025-01-03,813.0
周生生,黄金价格,2025-01-05,810.0
周生生,黄金价格,2025-01-06,812.0
周生生,黄金价格,2025-01-07,808.0
周生生,黄金价格,2025-01-08,816.0
周生生,黄金价格,2025-01-09,818.0
周生生,黄金价格,2025-01-10,819.0
周生生,黄金价格,2025-01-12,824.0
周生生,黄金价格,2025-01-13,825.0
周生生,黄金价格,2025-01-14,818.0
周生生,黄金价格,2025-01-15,821.0
周生生,黄金价格,2025-01-16,828.0
周生生,黄金价格,2025-01-17,834.0
周生生,黄金价格,2025-01-20,824.0
周生生,黄金价格,2025-01-21,823.0
周生生,黄金价格,2025-01-22,833.0
周生生,黄金价格,2025-01-23,835.0
周生生,黄金价格,2025-01-24,838.0
周生生,黄金价格,2025-01-26,836.0
周生生,黄金价格,2025-01-27,835.0
周生生,黄金价格,2025-01-28,827.0
周生生,黄金价格,2025-01-29,837.0
周生生,黄金价格,2025-01-30,835.0
周生生,黄金价格,2025-01-31,846.0
周生生,黄金价格,2025-02-01,847.0
周生生,黄金价格,2025-02-02,847.0
周生生,黄金价格,2025-02-03,844.0
周生生,黄金价格,2025-02-04,852.0
周生生,黄金价格,2025-02-05,863.0
周生生,黄金价格,2025-02-06,872.0
周生生,黄金价格,2025-02-07,870.0
周生生,黄金价格,2025-02-08,870.0
周生生,黄金价格,2025-02-10,872.0
周生生,黄金价格,2025-02-11,891.0
周生生,黄金价格,2025-02-12,880.0
周生生,黄金价格,2025-02-13,887.0
周生生,黄金价格,2025-02-14,891.0
周生生,黄金价格,2025-02-16,873.0
周生生,黄金价格,2025-02-17,873.0
周生生,黄金价格,2025-02-18,879.0
周生生,黄金价格,2025-02-19,891.0
周生生,黄金价格,2025-02-20,895.0
周生生,黄金价格,2025-02-21,892.0
周生生,黄金价格,2025-02-22,890.0
周生生,黄金价格,2025-02-24,888.0
周生生,黄金价格,2025-02-25,894.0
周生生,黄金价格,2025-02-26,886.0
周生生,黄金价格,2025-02-27,885.0
周生生,黄金价格,2025-02-28,876.0
周生生,黄金价格,2025-03-01,876.0
周生生,黄金价格,2025-03-03,876.0
周生生,黄金价格,2025-03-04,884.0
周生生,黄金价格,2025-03-05,889.0
周生生,黄金价格,2025-03-06,888.0
周生生,黄金价格,2025-03-07,882.0
周生生,黄金价格,2025-03-08,882.0
周生生,黄金价格,2025-03-10,883.0
周生生,黄金价格,2025-03-11,878.0
周生生,黄金价格,2025-03-12,883.0
周生生,黄金价格,2025-03-13,891.0
周生生,黄金价格,2025-03-14,907.0
周生生,黄金价格,2025-03-15,905.0
周生生,黄金价格,2025-03-17,907.0
周生生,黄金价格,2025-03-18,910.0
周生生,黄金价格,2025-03-19,916.0
周生生,黄金价格,2025-03-20,923.0
周生生,黄金价格,2025-03-21,922.0
周生生,黄金价格,2025-03-22,922.0
周生生,黄金价格,2025-03-24,915.0
周生生,黄金价格,2025-03-25,914.0
周生生,黄金价格,2025-03-26,919.0
周生生,黄金价格,2025-03-27,923.0
周生生,黄金价格,2025-03-28,934.0
周生生,黄金价格,2025-03-29,934.0
周生生,黄金价格,2025-03-31,935.0
周生生,黄金价格,2025-04-01,949.0
周生生,黄金价格,2025-04-02,949.0
周生生,黄金价格,2025-04-03,958.0
周生生,黄金价格,2025-04-04,948.0
周生生,黄金价格,2025-04-06,926.0
周生生,黄金价格,2025-04-07,912.0
周生生,黄金价格,2025-04-08,917.0
周生生,黄金价格,2025-04-09,928.0
周生生,黄金价格,2025-04-10,959.0
周生生,黄金价格,2025-04-11,991.0
周生生,黄金价格,2025-04-12,992.0
周生生,黄金价格,2025-04-14,996.0
周生生,黄金价格,2025-04-15,995.0
周生生,黄金价格,2025-04-16,1007.0
周生生,黄金价格,2025-04-17,1027.0
周生生,黄金价格,2025-04-18,1022.0
周生生,黄金价格,2025-04-19,1022.0
周生生,黄金价格,2025-04-21,1034.0
周生生,黄金价格,2025-04-22,1052.0
周生生,黄金价格,2025-04-23,1048.0
周生生,黄金价格,2025-04-24,1031.0
周生生,黄金价格,2025-04-25,1038.0
周生生,黄金价格,2025-04-27,1027.0
周生生,黄金价格,2025-04-28,1026.0
周生生,黄金价格,2025-04-29,1031.0
周生生,黄金价格,2025-04-30,1022.0
周生生,黄金价格,2025-05-01,1022.0
周生生,黄金价格,2025-05-02,997.0
周生生,黄金价格,2025-05-03,1000.0
周生生,黄金价格,2025-05-04,1000.0
周生生,黄金价格,2025-05-05,1000.0
周生生,黄金价格,2025-05-06,1023.0
周生生,黄金价格,2025-05-07,1032.0
周生生,黄金价格,2025-05-08,1033.0
周生生,黄金价格,2025-05-09,1020.0
周生生,黄金价格,2025-05-10,1021.0
周生生,黄金价格,2025-05-12,1007.0
周生生,黄金价格,2025-05-13,991.0
周生生,黄金价格,2025-05-14,992.0
周生生,黄金价格,2025-05-15,975.0
周生生,黄金价格,2025-05-16,992.0
周生生,黄金价格,2025-05-17,975.0
周生生,黄金价格,2025-05-19,988.0
周生生,黄金价格,2025-05-20,982.0
周生生,黄金价格,2025-05-21,1007.0
周生生,黄金价格,2025-05-22,1011.0
周生生,黄金价格,2025-05-23,1004.0
周生生,黄金价格,2025-05-24,1018.0
周生生,黄金价格,2025-05-26,1013.0
周生生,黄金价格,2025-05-27,1015.0
周生生,黄金价格,2025-05-28,1005.0
周生生,黄金价格,2025-05-29,991.0
周生生,黄金价格,2025-05-30,1005.0
周生生,黄金价格,2025-05-31,998.0
周生生,黄金价格,2025-06-02,1004.0
周生生,黄金价格,2025-06-03,1024.0
周生生,黄金价格,2025-06-04,1015.0
周生生,黄金价格,2025-06-05,1023.0
周生生,黄金价格,2025-06-06,1016.0
周生生,黄金价格,2025-06-07,1003.0
周生生,黄金价格,2025-06-09,1001.0
周生生,黄金价格,2025-06-10,1003.0
周生生,黄金价格,2025-06-11,1009.0
周生生,黄金价格,2025-06-12,1020.0
周生生,黄金价格,2025-06-13,1033.0
周生生,黄金价格,2025-06-14,1038.0
周生生,黄金价格,2025-06-16,1037.0
周生生,黄金价格,2025-06-17,1024.0
周生生,黄金价格,2025-06-18,1023.0
周生生,黄金价格,2025-06-19,1023.0
周生生,黄金价格,2025-06-20,1020.0
周生生,黄金价格,2025-06-21,1019.0
周生生,黄金价格,2025-06-23,1018.0
周生生,黄金价格,2025-06-24,1013.0
周生生,黄金价格,2025-06-25,1005.0
周生生,黄金价格,2025-06-26,1006.0
周生生,黄金价格,2025-06-27,996.0
周生生,黄金价格,2025-06-28,984.0
周生生,黄金价格,2025-06-30,985.0
周生生,黄金价格,2025-07-01,1000.0
周生生,黄金价格,2025-07-02,1007.0
周生生,黄金价格,2025-07-03,1010.0
周生生,黄金价格,2025-07-04,1004.0
周生生,黄金价格,2025-07-05,1006.0
周生生,黄金价格,2025-07-07,999.0
周生生,黄金价格,2025-07-08,1007.0
周生生,黄金价格,2025-07-09,999.0
周生生,黄金价格,2025-07-10,999.0
周生生,黄金价格,2025-07-11,1004.0
周生生,黄金价格,2025-07-12,1010.0
周生生,黄金价格,2025-07-14,1012.0
周生生,黄金价格,2025-07-15,1007.0
周生生,黄金价格,2025-07-16,1003.0
周生生,黄金价格,2025-07-17,1009.0
周生生,黄金价格,2025-07-18,1007.0
周生生,黄金价格,2025-07-19,1010.0
周生生,黄金价格,2025-07-21,1012.0
周生生,黄金价格,2025-07-22,1021.0
周生生,黄金价格,2025-07-23,1029.0
周生生,黄金价格,2025-07-24,1015.0
周生生,黄金价格,2025-07-25,1008.0
周生生,黄金价格,2025-07-26,1000.0
周生生,黄金价格,2025-07-28,1000.0
周生生,黄金价格,2025-07-29,994.0
周生生,黄金价格,2025-07-30,1001.0
周生生,黄金价格,2025-07-31,991.0
周生生,黄金价格,2025-08-01,995.0
周生生,黄金价格,2025-08-02,1010.0
周生生,黄金价格,2025-08-04,1010.0
周生生,黄金价格,2025-08-05,1014.0
周生生,黄金价格,2025-08-06,1015.0
周生生,黄金价格,2025-08-07,1014.0
周生生,黄金价格,2025-08-08,1017.0
周生生,黄金价格,2025-08-09,1016.0
周生生,黄金价格,2025-08-11,1013.0
周生生,黄金价格,2025-08-12,1010.0
周生生,黄金价格,2025-08-13,1006.0
周生生,黄金价格,2025-08-14,1012.0
周生生,黄金价格,2025-08-15,1003.0
周生生,黄金价格,2025-08-16,1005.0
周生生,黄金价格,2025-08-18,1007.0
周生生,黄金价格,2025-08-19,1004.0
周生生,黄金价格,2025-08-20,999.0
周生生,黄金价格,2025-08-21,1007.0
周生生,黄金价格,2025-08-22,1006.0
周生生,黄金价格,2025-08-23,1014.0
周生生,黄金价格,2025-08-25,1010.0
周生生,黄金价格,2025-08-26,1011.0
周生生,黄金价格,2025-08-27,1014.0
周生生,黄金价格,2025-08-28,1014.0
周生生,黄金价格,2025-08-29,1010.0
周生生,黄金价格,2025-08-30,1016.0
周生生,黄金价格,2025-09-01,1025.0
周生生,黄金价格,2025-09-02,1041.0
周生生,黄金价格,2025-09-03,1056.0
周生生,黄金价格,2025-09-04,1062.0
周生生,黄金价格,2025-09-05,1059.0
周生生,黄金价格,2025-09-06,1062.0
周生生,黄金价格,2025-09-08,1066.0
周生生,黄金价格,2025-09-09,1074.0
周生生,黄金价格,2025-09-10,1073.0
周生生,黄金价格,2025-09-11,1079.0
周生生,黄金价格,2025-09-12,1077.0
周生生,黄金价格,2025-09-13,1078.0
周生生,黄金价格,2025-09-15,1074.0
周生生,黄金价格,2025-09-16,1091.0
周生生,黄金价格,2025-09-17,1092.0
周生生,黄金价格,2025-09-18,1078.0
周生生,黄金价格,2025-09-19,1076.0
周生生,黄金价格,2025-09-20,1082.0
周生生,黄金价格,2025-09-22,1090.0
周生生,黄金价格,2025-09-23,1100.0
周生生,黄金价格,2025-09-24,1100.0
周生生,黄金价格,2025-09-25,1100.0
周生生,黄金价格,2025-09-26,1106.0
周生生,黄金价格,2025-09-29,1111.0
周生生,黄金价格,2025-09-30,1125.0
周生生,黄金价格,2025-10-01,1130.0
周生生,黄金价格,2025-10-02,1129.0
周生生,黄金价格,2025-10-03,1129.0
周生生,黄金价格,2025-10-04,1132.0
周生生,黄金价格,2025-10-06,1141.0
周生生,黄金价格,2025-10-07,1157.0
周生生,黄金价格,2025-10-08,1165.0
周生生,黄金价格,2025-10-09,1170.0
周生生,黄金价格,2025-10-10,1164.0
周生生,黄金价格,2025-10-11,1176.0
周生生,黄金价格,2025-10-13,1188.0
周生生,黄金价格,2025-10-14,1213.0
周生生,黄金价格,2025-10-15,1233.0
周生生,黄金价格,2025-10-16,1245.0
周生生,黄金价格,2025-10-17,1281.0
周生生,黄金价格,2025-10-18,1266.0
周生生,黄金价格,2025-10-20,1262.0
周生生,黄金价格,2025-10-21,1289.0
周生生,黄金价格,2025-10-22,1238.0
周生生,黄金价格,2025-10-23,1211.0
周生生,黄金价格,2025-10-24,1236.0
周生生,黄金价格,2025-10-25,1224.0
周生生,黄金价格,2025-10-27,1223.0
周生生,黄金价格,2025-10-28,1199.0
周生生,黄金价格,2025-10-29,1185.0
周生生,黄金价格,2025-10-30,1175.0
周生生,黄金价格,2025-10-31,1203.0
周生生,黄金价格,2025-11-01,1193.0
周生生,黄金价格,2025-11-03,1255.0
周生生,黄金价格,2025-11-04,1260.0
周生生,黄金价格,2025-11-05,1250.0
周生生,黄金价格,2025-11-06,1258.0
周生生,黄金价格,2025-11-07,1266.0
周生生,黄金价格,2025-11-08,1267.0
周生生,黄金价格,2025-11-10,1276.0
周生生,黄金价格,2025-11-11,1308.0
周生生,黄金价格,2025-11-12,1309.0
周生生,黄金价格,2025-11-13,1326.0
周生生,黄金价格,2025-11-14,1326.0
周生生,黄金价格,2025-11-15,1310.0
周生生,黄金价格,2025-11-17,1305.0
周生生,黄金价格,2025-11-18,1289.0
周生生,黄金价格,2025-11-19,1296.0
周生生,黄金价格,2025-11-20,1307.0
周生生,黄金价格,2025-11-21,1295.0
周生生,黄金价格,2025-11-22,1296.0
周生生,黄金价格,2025-11-24,1293.0
周生生,黄金价格,2025-11-25,1315.0
周生生,黄金价格,2025-11-26,1316.0
周生生,黄金价格,2025-11-27,1318.0
周生生,黄金价格,2025-11-28,1328.0
周生生,黄金价格,2025-11-29,1330.0
周生生,黄金价格,2025-12-01,1336.0
周生生,黄金价格,2025-12-02,1328.0
周生生,黄金价格,2025-12-03,1333.0
周生生,黄金价格,2025-12-04,1327.0
周生生,黄金价格,2025-12-05,1324.0
周生生,黄金价格,2025-12-06,1324.0
周生生,黄金价格,2025-12-08,1326.0
周生生,黄金价格,2025-12-09,1324.0
周生生,黄金价格,2025-12-10,1328.0
周生生,黄金价格,2025-12-11,1337.0
周生生,黄金价格,2025-12-12,1338.0
周生生,黄金价格,2025-12-13,1351.0
周生生,黄金价格,2025-12-15,1353.0
周生生,黄金价格,2025-12-16,1349.0
周生生,黄金价格,2025-12-17,1352.0
周生生,黄金价格,2025-12-18,1356.0
周生生,黄金价格,2025-12-19,1355.0
周生生,黄金价格,2025-12-20,1359.0
周生生,黄金价格,2025-12-22,1367.0
周生生,黄金价格,2025-12-23,1403.0
周生生,黄金价格,2025-12-24,1411.0
周生生,黄金价格,2025-12-25,1397.0
周生生,黄金价格,2025-12-26,1407.0
周生生,黄金价格,2025-12-27,1412.0
周生生,黄金价格,2025-12-29,1406.0
周生生,黄金价格,2025-12-30,1353.0
周生生,黄金价格,2025-12-31,1355.0
周生生,黄金价格,2026-01-01,1345.0
周生生,黄金价格,2026-01-02,1360.0
周生生,黄金价格,2026-01-03,1354.0
周生生,黄金价格,2026-01-05,1376.0
周生生,黄金价格,2026-01-06,1387.0
周生生,黄金价格,2026-01-07,1397.0
周生生,黄金价格,2026-01-08,1394.0
周生生,黄金价格,2026-01-09,1392.0
周生生,黄金价格,2026-01-10,1410.0
周生生,黄金价格,2026-01-12,1429.0
周生生,黄金价格,2026-01-13,1432.0
周生生,黄金价格,2026-01-14,1438.0
周生生,黄金价格,2026-01-15,1436.0
周生生,黄金价格,2026-01-16,1431.0
周生生,黄金价格,2026-01-17,1429.0
周生生,黄金价格,2026-01-19,1451.0
周生生,黄金价格,2026-01-20,1454.0
周生生,黄金价格,2026-01-21,1495.0
周生生,黄金价格,2026-01-22,1492.0
周生生,黄金价格,2026-01-23,1545.0
周生生,黄金价格,2026-01-26,1574.0
周生生,黄金价格,2026-01-27,1577.0
周生生,黄金价格,2026-01-28,1614.0
周生生,黄金价格,2026-01-29,1708.0
周生生,黄金价格,2026-01-30,1662.0
周生生,黄金价格,2026-01-31,1618.0
周生生,黄金价格,2026-02-02,1484.0
周生生,黄金价格,2026-02-03,1542.0
周生生,黄金价格,2026-02-04,1600.0
周生生,黄金价格,2026-02-05,1566.0
周生生,黄金价格,2026-02-06,1484.0
周生生,黄金价格,2026-02-07,1545.0
周生生,黄金价格,2026-02-09,1568.0
周生生,黄金价格,2026-02-10,1555.0
周生生,黄金价格,2026-02-11,1556.0
周生生,黄金价格,2026-02-12,1556.0
周生生,黄金价格,2026-02-13,1524.0
周生生,黄金价格,2026-02-14,1534.0
周生生,黄金价格,2026-02-16,1534.0
周生生,黄金价格,2026-02-17,1520.0
周生生,黄金价格,2026-02-18,1500.0
周生生,黄金价格,2026-02-19,1500.0
周生生,黄金价格,2026-02-20,1502.0
周生生,黄金价格,2026-02-21,1550.0
周生生,黄金价格,2026-02-23,1550.0
周生生,黄金价格,2026-02-24,1570.0
周生生,黄金价格,2026-02-25,1568.0
周生生,黄金价格,2026-02-26,1568.0
周生生,黄金价格,2026-02-27,1570.0
周生生,黄金价格,2026-02-28,1602.0
周生生,黄金价格,2026-03-02,1622.0
周生生,黄金价格,2026-03-03,1650.0
周生生,黄金价格,2026-03-04,1596.0
周生生,黄金价格,2026-03-05,1596.0
周生生,黄金价格,2026-03-06,1576.0
周生生,黄金价格,2026-03-07,1595.0
周生生,黄金价格,2026-03-09,1562.0
周生生,黄金价格,2026-03-10,1588.0
周生生,黄金价格,2026-03-11,1600.0
周生生,黄金价格,2026-03-12,1579.0
周生生,黄金价格,2026-03-13,1572.0
周生生,黄金价格,2026-03-14,1547.0
周生生,黄金价格,2026-03-16,1550.0
周生生,黄金价格,2026-03-17,1550.0
周生生,黄金价格,2026-03-18,1547.0
周生生,黄金价格,2026-03-19,1492.0
周生生,黄金价格,2026-03-20,1443.0
周生生,黄金价格,2026-03-21,1389.0
周生生,黄金价格,2026-03-23,1367.0
周生生,黄金价格,2026-03-24,1350.0
周生生,黄金价格,2026-03-25,1418.0
周生生,黄金价格,2026-03-26,1404.0
周生生,黄金价格,2026-03-27,1364.0
周生生,黄金价格,2026-03-28,1391.0
周生生,黄金价格,2026-03-30,1390.0
周生生,黄金价格,2026-03-31,1400.0
周生生,黄金价格,2026-04-01,1447.0
周生生,黄金价格,2026-04-02,1449.0
周生生,黄金价格,2026-04-03,1442.0
周生生,黄金价格,2026-04-04,1441.0
周生生,黄金价格,2026-04-06,1430.0
周生生,黄金价格,2026-04-07,1434.0
周生生,黄金价格,2026-04-08,1471.0
周生生,黄金价格,2026-04-09,1448.0
周生生,黄金价格,2026-04-10,1455.0
周生生,黄金价格,2026-04-11,1454.0
周生生,黄金价格,2026-04-13,1443.0
周生生,黄金价格,2026-04-14,1455.0
周生生,黄金价格,2026-04-15,1481.0
周生生,黄金价格,2026-04-16,1471.0
周生生,黄金价格,2026-04-17,1455.0
周生生,黄金价格,2026-04-18,1474.0
周生生,黄金价格,2026-04-20,1465.0
周生生,黄金价格,2026-04-21,1469.0
周生生,黄金价格,2026-04-22,1448.0
周生生,黄金价格,2026-04-23,1445.0
周生生,黄金价格,2026-04-24,1435.0
周生生,黄金价格,2026-04-25,1440.0
周生生,黄金价格,2026-04-27,1436.0
周生生,黄金价格,2026-04-28,1438.0
周生生,黄金价格,2026-04-29,1404.0
周生生,黄金价格,2026-04-30,1406.0
周生生,黄金价格,2026-05-01,1415.0
周生生,黄金价格,2026-05-02,1416.0
周生生,黄金价格,2026-05-04,1410.0
周生生,黄金价格,2026-05-05,1393.0
周生生,黄金价格,2026-05-06,1413.0
周生生,黄金价格,2026-05-07,1438.0
周生生,黄金价格,2026-05-08,1438.0
周生生,黄金价格,2026-05-09,1438.0
周生生,黄金价格,2026-05-11,1434.0
周生生,黄金价格,2026-05-12,1444.0
周生生,黄金价格,2026-05-13,1433.0
周生生,黄金价格,2026-05-14,1430.0
周生生,黄金价格,2026-05-15,1402.0
周生生,黄金价格,2026-05-16,1390.0
周生生,黄金价格,2026-05-18,1377.0
周生生,黄金价格,2026-05-19,1391.0
周生生,黄金价格,2026-05-20,1376.0
周生生,黄金价格,2026-05-21,1385.0
周生生,黄金价格,2026-05-22,1385.0
周生生,黄金价格,2026-05-23,1376.0
周生生,黄金价格,2026-05-25,1396.0
周生生,黄金价格,2026-05-26,1384.0
周生生,黄金价格,2026-05-27,1376.0
周生生,黄金价格,2026-05-28,1350.0
周生生,黄金价格,2026-05-29,1366.0
周生生,黄金价格,2026-05-30,1380.0
周生生,黄金价格,2026-06-01,1374.0
周生生,黄金价格,2026-06-02,1362.0
周生生,黄金价格,2026-06-03,1355.0
周生生,黄金价格,2026-06-04,1356.0
周生生,黄金价格,2026-06-05,1354.0
周生生,黄金价格,2026-06-06,1315.0
周生生,黄金价格,2026-06-08,1320.0
周生生,黄金价格,2026-06-09,1322.0
周生生,黄金价格,2026-06-10,1277.0
周生生,黄金价格,2026-06-11,1240.0
周生生,黄金价格,2026-06-12,1272.0
周生生,黄金价格,2026-06-13,1274.0
周生生,黄金价格,2026-06-15,1300.0
周生生,黄金价格,2026-06-16,1305.0
周生生,黄金价格,2026-06-17,1316.0
周生生,黄金价格,2026-06-18,1309.0
周生生,黄金价格,2026-06-19,1272.0
周生生,黄金价格,2026-06-20,1263.0
周生生,黄金价格,2026-06-22,1278.0
周生生,黄金价格,2026-06-23,1270.0
周生生,黄金价格,2026-06-24,1240.0
周生生,黄金价格,2026-06-25,1221.0
周生生,黄金价格,2026-06-26,1227.0
周生生,黄金价格,2026-06-27,1240.0
周生生,黄金价格,2026-06-29,1239.0
周生生,黄金价格,2026-06-30,1213.0
周生生,黄金价格,2026-07-01,1213.0
周生生,黄金价格,2026-07-02,1236.0
周生生,黄金价格,2026-07-03,1266.0
周生生,黄金价格,2026-07-04,1263.0
周生生,黄金价格,2026-07-06,1273.0
周生生,黄金价格,2026-07-07,1257.0
周生生,黄金价格,2026-07-08,1249.0
周生生,黄金价格,2026-07-09,1240.0
周生生,黄金价格,2026-07-10,1254.0
周生生,黄金价格,2026-07-11,1251.0
周生生,黄金价格,2026-07-13,1238.0
周生生,黄金价格,2026-07-14,1214.0
周生生,黄金价格,2026-07-15,1230.0
周生生,黄金价格,2026-07-16,1224.0
周生生,黄金价格,2026-07-17,1212.0
周生生,黄金价格,2026-07-18,1221.0
周生生,黄金价格,2026-07-20,1215.0
周生生,黄金价格,2026-07-21,1222.0
周生生,黄金价格,2026-07-22,1248.0
周生生,黄金价格,2026-07-23,1258.0
周生生,黄金价格,2026-07-24,1227.0
周生生,黄金价格,2026-07-25,1230.0
周生生,黄金价格,2026-07-27,1245.0
周生生,黄金价格,2026-07-28,1228.0
周生生,黄金价格,2026-07-29,1221.0
周生生,黄金价格,2026-07-30,1239.0
周生生,黄金价格,2026-07-31,1240.0
周生生,黄金价格,2026-08-01,1225.0
周生生,黄金价格,2026-08-03,1228.0
周生生,黄金价格,2026-08-04,1227.0
周生生,黄金价格,2026-08-05,1237.0
周生生,黄金价格,2026-08-06,1295.0
周生生,黄金价格,2026-08-07,1285.0
周生生,黄金价格,2026-08-08,1315.0
周生生,黄金价格,2026-08-10,1307.0
周生生,黄金价格,2026-08-11,1336.0
周生生,黄金价格,2026-08-12,1328.0
周生生,黄金价格,2026-08-13,1336.0
周生生,黄金价格,2026-08-14,1306.0
周生生,黄金价格,2026-08-15,1324.0
周生生,黄金价格,2026-08-17,1333.0
周生生,黄金价格,2026-08-18,1338.0
周生生,黄金价格,2026-08-19,1313.0
周生生,黄金价格,2026-08-20,1359.0
周生生,黄金价格,2026-08-21,1365.0
周生生,黄金价格,2026-08-22,1387.0
周生生,黄金价格,2026-08-24,1390.0
周生生,黄金价格,2026-08-25,1408.0
周生生,黄金价格,2026-08-26,1400.0
周生生,黄金价格,2026-08-27,1392.0
周生生,黄金价格,2026-08-28,1381.0
周生生,黄金价格,2026-08-29,1344.0
周生生,黄金价格,2026-08-31,1340.0
周生生,黄金价格,2026-09-01,1338.0
周生生,黄金价格,2026-09-02,1302.0
周生生,黄金价格,2026-09-03,1327.0
周生生,黄金价格,2026-09-04,1349.0
周生生,黄金价格,2026-09-05,1335.0
周生生,黄金价格,2026-09-07,1326.0
周生生,黄金价格,2026-09-08,1336.0
周生生,黄金价格,2026-09-09,1317.0
周生生,黄金价格,2026-09-10,1328.0
周生生,黄金价格,2026-09-11,1304.0
周生生,黄金价格,2026-09-12,1311.0
周生生,黄金价格,2026-09-14,1307.0
周生生,黄金价格,2026-09-15,1296.0
周生生,黄金价格,2026-09-16,1295.0
周生生,黄金价格,2026-09-17,1299.0
周生生,黄金价格,2026-09-18,1314.0
周生生,黄金价格,2026-09-19,1318.0
老凤祥,黄金价格,2024-09-19,752.0
老凤祥,黄金价格,2024-09-20,758.0
老凤祥,黄金价格,2024-09-21,763.0
老凤祥,黄金价格,2024-09-23,763.0
老凤祥,黄金价格,2024-09-24,768.0
老凤祥,黄金价格,2024-09-25,772.0
老凤祥,黄金价格,2024-09-26,774.0
老凤祥,黄金价格,2024-09-27,773.0
老凤祥,黄金价格,2024-09-28,768.0
老凤祥,黄金价格,2024-09-29,768.0
老凤祥,黄金价格,2024-09-30,770.0
老凤祥,黄金价格,2024-10-01,768.0
老凤祥,黄金价格,2024-10-02,773.0
老凤祥,黄金价格,2024-10-03,773.0
老凤祥,黄金价格,2024-10-04,773.0
老凤祥,黄金价格,2024-10-05,773.0
老凤祥,黄金价格,2024-10-06,773.0
老凤祥,黄金价格,2024-10-07,773.0
老凤祥,黄金价格,2024-10-08,772.0
老凤祥,黄金价格,2024-10-09,763.0
老凤祥,黄金价格,2024-10-10,763.0
老凤祥,黄金价格,2024-10-11,770.0
老凤祥,黄金价格,2024-10-12,775.0
老凤祥,黄金价格,2024-10-14,773.0
老凤祥,黄金价格,2024-10-15,776.0
老凤祥,黄金价格,2024-10-16,784.0
老凤祥,黄金价格,2024-10-17,789.0
老凤祥,黄金价格,2024-10-18,796.0
老凤祥,黄金价格,2024-10-19,801.0
老凤祥,黄金价格,2024-10-21,805.0
老凤祥,黄金价格,2024-10-22,807.0
老凤祥,黄金价格,2024-10-23,813.0
老凤祥,黄金价格,2024-10-24,804.0
老凤祥,黄金价格,2024-10-25,808.0
老凤祥,黄金价格,2024-10-26,811.0
老凤祥,黄金价格,2024-10-28,809.0
老凤祥,黄金价格,2024-10-29,813.0
老凤祥,黄金价格,2024-10-30,821.0
老凤祥,黄金价格,2024-10-31,826.0
老凤祥,黄金价格,2024-11-01,815.0
老凤祥,黄金价格,2024-11-04,814.0
老凤祥,黄金价格,2024-11-05,814.0
老凤祥,黄金价格,2024-11-06,814.0
老凤祥,黄金价格,2024-11-07,801.0
老凤祥,黄金价格,2024-11-08,805.0
老凤祥,黄金价格,2024-11-09,805.0
老凤祥,黄金价格,2024-11-11,802.0
老凤祥,黄金价格,2024-11-12,792.0
老凤祥,黄金价格,2024-11-13,789.0
老凤祥,黄金价格,2024-11-14,778.0
老凤祥,黄金价格,2024-11-15,778.0
老凤祥,黄金价格,2024-11-16,776.0
老凤祥,黄金价格,2024-11-18,776.0
老凤祥,黄金价格,2024-11-19,785.0
老凤祥,黄金价格,2024-11-20,793.0
老凤祥,黄金价格,2024-11-21,798.0
老凤祥,黄金价格,2024-11-22,802.0
老凤祥,黄金价格,2024-11-23,811.0
