用户ID,平台,设备档位,单次使用时长秒,周会话次数,是否付费
U006276,安卓,中端,221,5,0
U006277,安卓,低端,169,12,0
U006278,安卓,低端,152,6,0
U006279,安卓,中端,252,8,0
U006280,iOS,中端,679,7,0
U006281,安卓,低端,1721,12,0
U006282,安卓,中端,10803,8,0
U006283,安卓,中端,402,5,0
U006284,安卓,低端,161,5,0
U006285,安卓,高端,702,8,0
U006286,安卓,低端,90,6,0
U006287,安卓,低端,167,4,0
U006288,安卓,高端,328,6,0
U006289,iOS,中端,155,10,0
U006290,安卓,高端,267,6,0
U006291,iOS,高端,575,12,0
U006292,安卓,低端,7,3,0
U006293,安卓,中端,27,8,0
U006294,安卓,中端,321,2,0
U006295,安卓,低端,66,6,0
U006296,iOS,高端,130,11,0
U006297,iOS,中端,538,9,1
U006298,安卓,中端,132,7,0
U006299,iOS,中端,357,5,0
U006300,安卓,低端,50,6,1
U006301,安卓,低端,554,8,1
U006302,安卓,中端,81,7,0
U006303,安卓,中端,351,4,0
U006304,安卓,中端,1467,7,0
U006305,iOS,低端,235,5,0
U006306,安卓,中端,200,8,0
U006307,iOS,高端,271,9,0
U006308,安卓,中端,386,4,0
U006309,安卓,低端,83,6,0
U006310,安卓,中端,294,3,0
U006311,安卓,低端,71,5,0
U006312,安卓,中端,114,5,0
U006313,iOS,中端,309,11,0
U006314,iOS,高端,133,9,0
U006315,安卓,中端,56,3,0
U006316,iOS,中端,209,7,1
U006317,安卓,低端,35,3,0
U006318,安卓,中端,100,3,0
U006319,iOS,中端,149,8,0
U006320,安卓,低端,106,7,0
U006321,安卓,中端,2457,3,1
U006322,安卓,低端,533,10,0
U006323,iOS,中端,425,9,0
U006324,安卓,高端,47,3,0
U006325,安卓,中端,280,4,0
U006326,安卓,低端,634,5,0
U006327,安卓,低端,137,7,0
U006328,安卓,中端,139,6,0
U006329,iOS,低端,491,9,0
U006330,iOS,低端,291,10,0
U006331,iOS,中端,2199,11,0
U006332,iOS,低端,296,7,0
U006333,安卓,低端,22,2,0
U006334,安卓,中端,228,4,0
U006335,安卓,低端,177,3,0
U006336,安卓,低端,25,5,1
U006337,安卓,低端,96,5,0
U006338,安卓,低端,36,5,0
U006339,iOS,中端,973,8,0
U006340,iOS,中端,324,8,0
U006341,iOS,中端,283,7,0
U006342,iOS,中端,2816,16,1
U006343,iOS,中端,641,5,0
U006344,iOS,中端,341,2,0
U006345,安卓,高端,527,5,0
U006346,安卓,中端,19,7,0
U006347,iOS,中端,82,10,0
U006348,iOS,中端,226,9,0
U006349,安卓,低端,11,2,0
U006350,iOS,低端,578,10,0
U006351,安卓,低端,2769,5,0
U006352,安卓,低端,176,5,0
U006353,安卓,中端,129,5,0
U006354,安卓,低端,294,6,0
U006355,安卓,中端,58,9,0
U006356,iOS,中端,792,6,0
U006357,安卓,低端,258,5,0
U006358,安卓,高端,1474,3,0
U006359,安卓,中端,263,8,0
U006360,iOS,中端,452,10,0
U006361,安卓,低端,693,7,0
U006362,安卓,中端,892,2,0
U006363,iOS,中端,152,9,0
U006364,安卓,低端,313,8,0
U006365,安卓,高端,345,4,0
U006366,iOS,中端,204,10,0
U006367,iOS,高端,182,7,0
U006368,iOS,低端,152,3,0
U006369,安卓,低端,95,3,0
U006370,iOS,中端,482,5,1
U006371,iOS,高端,311,9,0
U006372,安卓,中端,406,9,0
U006373,iOS,中端,419,6,0
U006374,安卓,低端,164,6,0
U006375,安卓,中端,225,8,0
U006376,iOS,中端,415,7,0
U006377,安卓,低端,170,5,0
U006378,安卓,中端,854,4,0
U006379,安卓,中端,175,4,0
U006380,iOS,中端,460,10,0
U006381,安卓,低端,653,8,0
U006382,iOS,中端,1521,9,0
U006383,安卓,低端,2660,4,0
U006384,安卓,低端,95,4,0
U006385,安卓,高端,787,7,0
U006386,安卓,中端,47,6,0
U006387,iOS,中端,233,7,0
U006388,安卓,低端,55,2,0
U006389,安卓,中端,1726,5,0
U006390,iOS,中端,384,6,0
U006391,安卓,中端,229,9,0
U006392,安卓,低端,1967,8,0
U006393,iOS,低端,119,12,0
U006394,安卓,中端,160,5,0
U006395,安卓,低端,478,6,1
U006396,安卓,中端,565,7,0
U006397,iOS,中端,365,5,0
U006398,iOS,中端,813,11,0
U006399,安卓,低端,72,5,0
U006400,安卓,低端,44,6,0
U006401,安卓,低端,250,4,0
U006402,iOS,高端,456,5,0
U006403,安卓,高端,213,4,0
U006404,安卓,中端,1529,5,0
U006405,iOS,中端,281,9,0
U006406,安卓,中端,56,5,0
U006407,安卓,低端,543,3,0
U006408,安卓,中端,1065,5,0
U006409,iOS,中端,85,7,0
U006410,安卓,低端,107,13,0
U006411,安卓,高端,209,6,1
U006412,iOS,低端,509,3,0
U006413,安卓,低端,768,4,0
U006414,iOS,高端,197,4,0
U006415,安卓,中端,122,8,0
U006416,安卓,中端,437,6,0
U006417,安卓,低端,45,8,0
U006418,安卓,低端,266,9,0
U006419,iOS,低端,544,11,0
U006420,安卓,低端,40,7,0
U006421,安卓,中端,90,8,0
U006422,安卓,中端,86,3,0
U006423,iOS,中端,224,7,0
U006424,安卓,中端,257,8,0
U006425,安卓,中端,423,7,0
U006426,iOS,高端,103,5,0
U006427,安卓,低端,63,4,0
U006428,安卓,低端,29,6,0
U006429,iOS,低端,140,7,0
U006430,iOS,高端,200,8,0
U006431,安卓,高端,392,1,0
U006432,安卓,低端,79,7,0
U006433,iOS,中端,94,11,0
U006434,安卓,低端,76,7,0
U006435,安卓,低端,690,3,0
U006436,安卓,中端,94,4,0
U006437,安卓,中端,77,8,0
U006438,iOS,高端,542,11,0
U006439,安卓,低端,436,3,0
U006440,安卓,低端,566,9,0
U006441,iOS,中端,239,5,0
U006442,安卓,低端,141,6,0
U006443,安卓,低端,3589,6,0
U006444,安卓,中端,94,7,0
U006445,安卓,低端,335,9,0
U006446,安卓,中端,468,5,0
U006447,安卓,低端,663,5,0
U006448,安卓,低端,1505,7,0
U006449,安卓,中端,393,3,0
U006450,安卓,低端,205,3,0
U006451,安卓,中端,358,6,0
U006452,安卓,中端,685,2,0
U006453,iOS,高端,465,9,0
U006454,安卓,低端,102,4,0
U006455,iOS,高端,346,9,0
U006456,安卓,中端,462,9,0
U006457,iOS,低端,259,7,1
U006458,安卓,中端,57,3,0
U006459,iOS,高端,840,7,0
U006460,安卓,低端,654,3,0
U006461,安卓,中端,677,12,0
U006462,安卓,低端,344,7,0
U006463,安卓,低端,246,4,0
U006464,安卓,低端,1048,6,0
U006465,安卓,中端,204,5,0
U006466,安卓,低端,85,5,0
U006467,安卓,低端,46,8,0
U006468,安卓,低端,115,3,0
U006469,安卓,低端,80,5,0
U006470,iOS,高端,132,5,0
U006471,安卓,高端,7365,4,0
U006472,安卓,中端,1669,3,0
U006473,iOS,中端,184,9,0
U006474,安卓,低端,287,6,0
U006475,安卓,低端,305,4,0
U006476,安卓,低端,325,5,0
U006477,安卓,中端,184,3,0
U006478,安卓,低端,840,6,0
U006479,安卓,低端,875,4,0
U006480,iOS,中端,1347,8,0
U006481,安卓,高端,2033,1,0
U006482,安卓,低端,139,9,0
U006483,安卓,低端,47,5,0
U006484,安卓,低端,187,5,0
U006485,安卓,中端,78,8,0
U006486,安卓,低端,200,6,0
U006487,安卓,低端,46,9,0
U006488,安卓,中端,796,3,0
U006489,安卓,低端,90,3,0
U006490,安卓,低端,346,4,0
U006491,iOS,高端,2525,12,0
U006492,安卓,中端,1485,4,0
U006493,安卓,高端,279,9,0
U006494,安卓,中端,102,6,0
U006495,iOS,高端,220,8,0
U006496,安卓,低端,160,3,0
U006497,安卓,低端,79,4,0
U006498,安卓,低端,74,5,0
U006499,安卓,中端,356,5,0
U006500,iOS,低端,876,8,0
U006501,安卓,低端,123,5,0
U006502,安卓,中端,46,10,0
U006503,安卓,低端,161,7,0
U006504,安卓,中端,202,5,0
U006505,安卓,中端,111,9,0
U006506,安卓,低端,71,4,0
U006507,iOS,中端,149,7,1
U006508,安卓,低端,60,9,0
U006509,安卓,中端,236,8,0
U006510,安卓,低端,103,7,0
U006511,iOS,中端,615,6,0
U006512,安卓,中端,168,5,0
U006513,iOS,高端,105,6,0
U006514,安卓,高端,295,10,0
U006515,安卓,高端,206,4,0
U006516,安卓,中端,395,5,0
U006517,iOS,低端,340,5,0
U006518,安卓,高端,337,6,0
U006519,iOS,高端,248,7,1
U006520,安卓,中端,573,8,0
U006521,安卓,中端,102,6,0
U006522,安卓,中端,39,5,0
U006523,iOS,中端,613,10,0
U006524,安卓,低端,21,5,0
U006525,安卓,低端,1195,3,0
U006526,安卓,低端,153,6,0
U006527,安卓,低端,32,4,0
U006528,iOS,高端,398,7,0
U006529,安卓,高端,164,8,0
U006530,安卓,中端,522,7,0
U006531,安卓,低端,328,4,0
U006532,iOS,中端,203,9,0
U006533,iOS,中端,778,2,0
U006534,iOS,高端,775,5,1
U006535,安卓,低端,201,8,0
U006536,iOS,高端,1552,8,0
U006537,安卓,高端,150,7,0
U006538,安卓,低端,1045,3,0
U006539,安卓,中端,328,2,0
U006540,安卓,低端,133,6,0
U006541,iOS,中端,1161,7,0
U006542,安卓,低端,52,5,0
U006543,安卓,低端,182,7,0
U006544,安卓,低端,97,3,0
U006545,安卓,中端,1714,7,0
U006546,iOS,低端,427,5,0
U006547,安卓,高端,126,5,0
U006548,安卓,低端,335,4,0
U006549,iOS,高端,285,6,0
U006550,iOS,中端,495,5,0
U006551,iOS,低端,624,13,1
U006552,安卓,中端,882,2,0
U006553,iOS,中端,2211,10,0
U006554,安卓,中端,131,5,0
U006555,安卓,中端,876,4,0
U006556,安卓,低端,1681,9,1
U006557,iOS,高端,111,9,0
U006558,安卓,高端,415,2,0
U006559,iOS,低端,576,3,0
U006560,安卓,中端,264,6,0
U006561,iOS,低端,440,6,0
U006562,iOS,中端,311,9,0
U006563,iOS,高端,246,7,0
U006564,安卓,中端,810,14,0
U006565,iOS,低端,318,10,1
U006566,安卓,高端,83,7,0
U006567,iOS,中端,287,8,0
U006568,iOS,高端,572,6,0
U006569,iOS,中端,108,3,0
U006570,安卓,低端,541,7,0
U006571,iOS,高端,391,9,0
U006572,iOS,中端,490,11,0
U006573,iOS,中端,269,7,0
U006574,安卓,中端,9,7,0
U006575,iOS,中端,2571,6,0
U006576,安卓,高端,27,6,0
U006577,iOS,中端,236,8,0
U006578,iOS,中端,218,6,0
U006579,安卓,中端,757,2,0
U006580,安卓,中端,878,5,0
U006581,iOS,中端,814,7,0
U006582,安卓,高端,132,5,0
U006583,安卓,中端,263,2,0
U006584,安卓,中端,3939,5,0
U006585,安卓,中端,1896,8,0
U006586,安卓,高端,73,10,0
U006587,安卓,中端,98,7,0
U006588,安卓,低端,36,6,0
U006589,安卓,中端,200,7,0
U006590,安卓,低端,2511,4,0
U006591,安卓,低端,279,6,0
U006592,安卓,中端,593,6,0
U006593,安卓,低端,556,8,0
U006594,安卓,低端,749,4,0
U006595,iOS,中端,314,6,0
U006596,安卓,高端,491,6,0
U006597,安卓,中端,1570,7,0
U006598,安卓,低端,1281,6,0
U006599,安卓,低端,45,3,0
U006600,安卓,低端,189,4,0
U006601,安卓,中端,202,5,0
U006602,iOS,中端,332,7,0
U006603,iOS,高端,318,9,1
U006604,安卓,低端,129,3,0
U006605,iOS,高端,162,4,0
U006606,安卓,低端,329,6,0
U006607,安卓,中端,306,3,0
U006608,安卓,中端,497,5,0
U006609,安卓,低端,84,5,0
U006610,iOS,高端,561,8,0
U006611,安卓,中端,257,6,0
U006612,iOS,中端,168,9,0
U006613,安卓,中端,199,7,0
U006614,iOS,高端,145,9,0
U006615,安卓,低端,211,3,0
U006616,iOS,中端,210,9,0
U006617,安卓,中端,325,7,0
U006618,iOS,高端,197,9,0
U006619,iOS,中端,984,10,0
U006620,安卓,低端,305,4,0
U006621,安卓,低端,667,5,0
U006622,安卓,中端,153,8,0
U006623,安卓,低端,238,7,0
U006624,安卓,低端,608,7,0
U006625,安卓,中端,490,3,0
U006626,安卓,中端,126,2,0
U006627,iOS,中端,1609,8,0
U006628,iOS,高端,358,6,0
U006629,安卓,中端,465,6,0
U006630,安卓,低端,850,7,0
U006631,安卓,中端,74,6,0
U006632,安卓,高端,485,3,0
U006633,iOS,高端,152,8,0
U006634,安卓,中端,759,3,0
U006635,安卓,低端,320,7,0
U006636,iOS,高端,781,10,0
U006637,安卓,低端,12,5,0
U006638,安卓,中端,2331,4,0
U006639,安卓,高端,282,7,0
U006640,iOS,中端,2900,8,0
U006641,安卓,低端,177,4,1
U006642,安卓,低端,98,8,0
U006643,iOS,高端,484,7,0
U006644,安卓,高端,2857,7,0
U006645,安卓,低端,533,9,0
U006646,安卓,高端,258,5,0
U006647,安卓,中端,676,4,0
U006648,安卓,低端,111,4,0
U006649,iOS,高端,1530,3,1
U006650,iOS,高端,7474,7,0
U006651,iOS,高端,143,5,0
U006652,安卓,低端,55,3,0
U006653,安卓,低端,355,2,0
U006654,安卓,低端,1281,4,0
U006655,安卓,低端,10559,7,0
U006656,安卓,低端,132,4,0
U006657,安卓,低端,71,8,0
U006658,安卓,中端,355,7,0
U006659,安卓,低端,130,4,0
U006660,安卓,中端,756,2,0
U006661,安卓,低端,126,4,0
U006662,安卓,中端,633,4,0
U006663,iOS,中端,263,5,0
U006664,安卓,低端,90,2,0
U006665,安卓,低端,98,6,0
U006666,安卓,高端,132,4,0
U006667,安卓,低端,16,7,0
U006668,安卓,中端,154,7,0
U006669,iOS,中端,165,6,0
U006670,iOS,高端,790,5,0
U006671,iOS,中端,137,9,0
U006672,安卓,中端,285,4,1
U006673,安卓,低端,1052,7,0
U006674,iOS,低端,205,6,0
U006675,安卓,高端,334,6,0
U006676,安卓,中端,24,10,0
U006677,iOS,中端,98,8,0
U006678,安卓,低端,275,4,0
U006679,iOS,低端,459,9,0
U006680,安卓,中端,318,6,0
U006681,安卓,中端,316,6,0
U006682,安卓,中端,370,6,0
U006683,iOS,高端,259,5,0
U006684,iOS,高端,236,5,0
U006685,iOS,中端,639,10,0
U006686,安卓,中端,187,6,0
U006687,iOS,高端,954,6,0
U006688,安卓,低端,193,7,0
U006689,iOS,中端,109,10,0
U006690,iOS,中端,79,8,0
U006691,iOS,中端,142,6,0
U006692,安卓,高端,49,6,0
U006693,安卓,低端,96,6,0
U006694,安卓,高端,28,2,0
U006695,安卓,中端,679,3,0
U006696,安卓,中端,154,3,0
U006697,安卓,低端,239,5,0
U006698,安卓,中端,254,7,0
U006699,安卓,低端,196,6,0
U006700,安卓,高端,91,3,0
U006701,iOS,高端,901,7,0
U006702,安卓,低端,138,6,0
U006703,安卓,低端,133,6,0
U006704,安卓,低端,84,3,0
U006705,iOS,低端,30,10,0
U006706,安卓,低端,74,5,0
U006707,安卓,低端,105,6,0
U006708,安卓,中端,66,4,0
U006709,iOS,高端,313,8,1
U006710,iOS,中端,806,10,0
U006711,安卓,中端,248,8,0
U006712,iOS,高端,369,13,0
U006713,安卓,低端,819,3,0
U006714,安卓,中端,122,8,0
U006715,安卓,中端,340,7,0
U006716,iOS,中端,138,5,0
U006717,安卓,低端,26,6,0
U006718,iOS,中端,280,5,0
U006719,iOS,高端,708,9,0
U006720,iOS,中端,265,6,0
U006721,安卓,高端,261,8,1
U006722,安卓,高端,437,4,1
U006723,安卓,高端,446,6,0
U006724,iOS,中端,341,6,0
U006725,iOS,中端,99,5,0
U006726,安卓,中端,138,6,1
U006727,安卓,中端,984,8,0
U006728,iOS,中端,179,7,0
U006729,iOS,中端,372,5,0
U006730,安卓,中端,775,4,0
U006731,iOS,中端,265,11,0
U006732,安卓,中端,662,3,0
U006733,安卓,中端,189,6,0
U006734,安卓,中端,376,4,0
U006735,安卓,中端,23,7,0
U006736,安卓,低端,17877,6,0
U006737,安卓,高端,154,7,0
U006738,安卓,低端,254,6,0
U006739,iOS,中端,228,11,0
U006740,安卓,中端,299,7,0
U006741,安卓,低端,155,2,0
U006742,iOS,中端,877,11,0
U006743,iOS,中端,398,4,0
U006744,安卓,高端,1687,4,0
U006745,安卓,中端,657,2,0
U006746,iOS,中端,437,12,0
U006747,安卓,中端,421,7,0
U006748,安卓,中端,1251,10,0
U006749,安卓,低端,40,4,0
U006750,安卓,中端,642,3,0
U006751,安卓,高端,7193,5,0
U006752,安卓,高端,2342,3,0
U006753,iOS,中端,608,5,0
U006754,安卓,中端,95,6,0
U006755,安卓,低端,1636,3,0
U006756,安卓,低端,1880,7,0
U006757,iOS,中端,842,10,0
U006758,安卓,低端,141,7,0
U006759,安卓,中端,43,11,0
U006760,安卓,中端,191,4,1
U006761,安卓,低端,79,9,0
U006762,iOS,高端,766,8,0
U006763,安卓,中端,533,9,0
U006764,安卓,中端,86,6,0
U006765,安卓,低端,158,4,0
U006766,安卓,低端,1112,3,0
U006767,iOS,中端,352,9,0
U006768,安卓,中端,93,5,0
U006769,安卓,低端,118,8,0
U006770,iOS,中端,454,6,1
U006771,安卓,低端,166,5,0
U006772,安卓,低端,117,4,0
U006773,安卓,高端,42,4,0
U006774,安卓,低端,185,2,0
U006775,安卓,中端,48,4,0
U006776,iOS,中端,87,10,0
U006777,安卓,中端,64,13,0
U006778,安卓,低端,158,4,0
U006779,安卓,低端,253,5,0
U006780,iOS,中端,127,4,0
U006781,iOS,高端,94,7,0
U006782,安卓,高端,16,6,1
U006783,安卓,低端,1147,4,0
U006784,安卓,低端,1315,7,0
U006785,iOS,高端,374,9,0
U006786,iOS,高端,86,4,0
U006787,iOS,高端,471,5,0
U006788,安卓,低端,859,3,0
U006789,安卓,中端,117,5,0
U006790,安卓,高端,48,4,0
U006791,安卓,低端,57,10,0
U006792,安卓,低端,177,5,0
U006793,iOS,中端,156,9,0
U006794,安卓,低端,151,3,0
U006795,安卓,低端,121,3,0
U006796,安卓,中端,566,3,0
U006797,iOS,中端,214,4,0
U006798,安卓,高端,7,7,0
U006799,安卓,高端,4834,4,0
U006800,iOS,中端,406,8,0
U006801,安卓,中端,194,3,0
U006802,iOS,中端,441,11,0
U006803,安卓,低端,79,6,0
U006804,iOS,中端,812,13,0
U006805,安卓,中端,203,9,0
U006806,iOS,低端,395,8,0
U006807,iOS,低端,298,6,1
U006808,iOS,中端,366,8,0
U006809,安卓,低端,382,7,0
U006810,安卓,高端,565,5,0
U006811,安卓,高端,72,6,0
U006812,安卓,低端,360,3,0
U006813,安卓,高端,183,4,0
U006814,安卓,中端,41,2,0
U006815,安卓,低端,369,3,0
U006816,iOS,高端,718,8,0
U006817,iOS,高端,232,3,0
U006818,iOS,高端,333,10,0
U006819,安卓,低端,647,6,0
U006820,安卓,高端,3375,6,0
U006821,iOS,高端,393,8,0
U006822,安卓,高端,903,4,0
U006823,iOS,中端,434,8,0
U006824,iOS,低端,159,9,0
U006825,安卓,中端,285,5,0
U006826,安卓,低端,722,7,0
U006827,安卓,低端,75,8,0
U006828,安卓,高端,166,2,0
U006829,iOS,低端,250,11,0
U006830,iOS,低端,4612,9,0
U006831,安卓,低端,225,5,0
U006832,安卓,低端,156,4,0
U006833,安卓,低端,21,4,0
U006834,iOS,中端,187,7,0
U006835,安卓,高端,488,7,0
U006836,安卓,低端,146,8,0
U006837,安卓,低端,335,4,0
U006838,安卓,高端,260,7,0
U006839,iOS,中端,150,5,0
U006840,安卓,低端,571,6,0
U006841,安卓,中端,608,3,0
U006842,安卓,低端,179,1,1
U006843,安卓,低端,192,8,0
U006844,iOS,中端,373,10,0
U006845,iOS,高端,138,7,0
U006846,iOS,中端,387,9,0
U006847,安卓,低端,178,3,0
U006848,iOS,高端,580,6,0
U006849,iOS,中端,328,8,0
U006850,iOS,中端,632,7,0
U006851,安卓,中端,205,5,0
U006852,iOS,低端,62,12,0
U006853,iOS,高端,560,8,0
U006854,iOS,中端,89,7,0
U006855,安卓,高端,33,5,0
U006856,安卓,低端,181,7,0
U006857,安卓,中端,244,5,0
U006858,安卓,低端,64,8,0
U006859,安卓,中端,138,5,0
U006860,安卓,低端,257,6,0
U006861,安卓,中端,127,4,0
U006862,安卓,中端,279,8,0
U006863,iOS,中端,739,3,0
U006864,iOS,中端,93,8,0
U006865,安卓,低端,465,3,0
U006866,安卓,高端,3687,2,0
U006867,安卓,低端,742,5,0
U006868,安卓,中端,38,6,0
U006869,安卓,低端,311,2,0
U006870,安卓,中端,76,8,0
U006871,iOS,高端,850,8,0
U006872,安卓,高端,300,3,0
U006873,iOS,中端,475,7,0
U006874,安卓,低端,247,4,0
U006875,安卓,低端,131,6,0
U006876,iOS,中端,308,6,0
U006877,安卓,中端,96,2,0
U006878,安卓,中端,63,11,0
U006879,安卓,中端,130,7,0
U006880,iOS,中端,339,3,0
U006881,iOS,高端,407,7,0
U006882,安卓,中端,415,6,0
U006883,iOS,中端,757,4,0
U006884,安卓,低端,172,5,0
U006885,安卓,低端,379,11,0
U006886,安卓,中端,54,3,0
U006887,安卓,中端,688,3,0
U006888,安卓,低端,302,11,0
U006889,安卓,低端,55,7,0
U006890,安卓,低端,35,5,0
U006891,iOS,中端,552,8,0
U006892,安卓,中端,24,6,0
U006893,安卓,低端,232,5,0
U006894,安卓,高端,174,5,0
U006895,安卓,低端,778,6,0
U006896,安卓,高端,244,6,0
U006897,安卓,中端,513,4,0
U006898,iOS,低端,264,7,0
U006899,安卓,中端,487,3,0
U006900,安卓,低端,119,3,0
U006901,安卓,中端,52,3,0
U006902,iOS,高端,337,6,0
U006903,iOS,中端,128,12,0
U006904,安卓,中端,99,4,0
U006905,安卓,高端,172,5,0
U006906,iOS,中端,404,7,0
U006907,安卓,高端,625,3,0
U006908,iOS,高端,224,9,0
U006909,iOS,中端,511,8,0
U006910,安卓,低端,223,5,0
U006911,安卓,中端,27,4,0
U006912,iOS,中端,909,3,0
U006913,iOS,中端,328,5,1
U006914,iOS,中端,126,10,0
U006915,安卓,中端,72,4,1
U006916,安卓,中端,56,4,0
U006917,iOS,中端,417,7,0
U006918,iOS,高端,519,9,0
U006919,安卓,中端,74,2,0
U006920,安卓,中端,273,4,0
U006921,iOS,中端,148,5,0
U006922,安卓,中端,57,10,0
U006923,安卓,中端,54,4,0
U006924,安卓,中端,33,7,0
U006925,安卓,中端,161,3,0
U006926,iOS,中端,52,8,0
U006927,安卓,低端,80,5,0
U006928,安卓,高端,191,7,0
U006929,iOS,高端,467,6,0
U006930,安卓,高端,2191,3,0
U006931,安卓,中端,2429,9,0
U006932,安卓,中端,1668,4,0
U006933,iOS,中端,142,15,0
U006934,安卓,高端,336,2,0
U006935,安卓,低端,546,4,0
U006936,安卓,低端,2255,3,0
U006937,安卓,高端,135,4,0
U006938,安卓,中端,210,8,0
U006939,安卓,低端,257,7,0
U006940,安卓,低端,180,9,0
U006941,安卓,中端,165,6,0
U006942,安卓,中端,122,6,0
U006943,安卓,中端,1680,8,1
U006944,安卓,中端,147,9,0
U006945,安卓,中端,828,6,0
U006946,安卓,中端,966,3,0
U006947,iOS,高端,240,6,0
U006948,安卓,低端,99,1,0
U006949,安卓,中端,577,5,0
U006950,安卓,低端,734,4,0
U006951,iOS,中端,191,4,0
U006952,安卓,中端,63,3,0
U006953,安卓,低端,1108,4,0
U006954,iOS,中端,530,7,0
U006955,安卓,低端,30,8,0
U006956,iOS,中端,131,7,0
U006957,安卓,高端,117,8,0
U006958,安卓,中端,2326,7,0
U006959,iOS,中端,1613,6,0
U006960,iOS,中端,398,7,0
U006961,安卓,低端,387,6,0
U006962,iOS,中端,40,10,0
U006963,iOS,高端,549,6,0
U006964,iOS,中端,184,4,0
U006965,iOS,高端,490,3,0
U006966,安卓,低端,2664,5,0
U006967,安卓,低端,299,4,0
U006968,安卓,低端,113,6,0
U006969,安卓,中端,258,4,0
U006970,安卓,低端,242,8,0
U006971,iOS,中端,261,5,0
U006972,iOS,中端,225,3,0
U006973,安卓,中端,87,3,0
U006974,安卓,中端,86,5,0
U006975,安卓,低端,29,6,0
U006976,安卓,高端,2108,5,0
U006977,安卓,高端,26,4,0
U006978,安卓,中端,414,8,0
U006979,iOS,高端,170,8,0
U006980,iOS,中端,449,4,0
U006981,安卓,低端,123,5,0
U006982,安卓,中端,19,12,0
U006983,安卓,中端,1279,6,0
U006984,安卓,低端,128,7,0
U006985,iOS,高端,103,6,0
U006986,iOS,中端,1600,6,0
U006987,安卓,中端,35,4,0
U006988,安卓,低端,70,5,0
U006989,iOS,中端,350,10,0
U006990,安卓,中端,136,5,0
U006991,安卓,中端,752,4,0
U006992,iOS,中端,126,9,0
U006993,安卓,低端,198,13,0
U006994,iOS,中端,289,9,0
U006995,iOS,高端,157,6,0
U006996,安卓,中端,191,2,0
U006997,安卓,中端,1081,7,0
U006998,iOS,中端,592,15,0
U006999,安卓,低端,704,7,0
U007000,安卓,高端,164,10,0
U007001,iOS,低端,77,11,0
U007002,安卓,高端,154,7,0
U007003,安卓,中端,125,5,0
U007004,iOS,低端,263,3,0
U007005,安卓,低端,158,3,0
U007006,安卓,中端,55,1,0
U007007,iOS,中端,233,10,0
U007008,安卓,中端,72,4,0
U007009,iOS,中端,89,8,0
U007010,iOS,高端,48,9,0
U007011,安卓,中端,377,5,0
U007012,安卓,中端,377,9,0
U007013,安卓,低端,111,7,0
U007014,iOS,高端,324,9,0
U007015,iOS,中端,949,6,0
U007016,iOS,高端,1069,6,0
U007017,安卓,中端,50,6,0
U007018,安卓,中端,211,7,0
U007019,iOS,中端,78,8,0
U007020,iOS,中端,1438,7,0
U007021,iOS,高端,179,7,0
U007022,安卓,中端,870,5,0
U007023,安卓,高端,135,7,0
U007024,安卓,中端,496,4,0
U007025,安卓,中端,806,5,0
U007026,安卓,高端,119,4,0
U007027,安卓,中端,68,5,0
U007028,安卓,中端,1737,3,0
U007029,安卓,低端,115,7,0
U007030,iOS,中端,268,8,0
U007031,iOS,中端,159,13,0
U007032,安卓,低端,28,2,0
U007033,iOS,中端,837,8,0
U007034,iOS,中端,204,6,0
U007035,安卓,中端,740,4,0
U007036,iOS,中端,1103,10,1
U007037,安卓,中端,135,4,0
U007038,iOS,中端,220,7,0
U007039,安卓,中端,348,4,0
U007040,安卓,高端,14,5,0
U007041,iOS,中端,570,8,0
U007042,安卓,低端,229,7,0
U007043,iOS,中端,149,5,0
U007044,安卓,高端,299,10,0
U007045,安卓,中端,250,5,0
U007046,安卓,低端,707,6,0
U007047,iOS,高端,579,10,1
U007048,安卓,低端,472,6,0
U007049,安卓,中端,265,5,0
U007050,安卓,中端,393,3,0
U007051,安卓,低端,53,4,0
U007052,安卓,低端,476,7,0
U007053,iOS,低端,161,9,0
U007054,安卓,中端,9101,7,1
U007055,iOS,中端,102,10,0
U007056,安卓,低端,490,3,0
U007057,安卓,低端,43,7,0
U007058,安卓,中端,140,7,0
U007059,安卓,低端,55,6,0
U007060,安卓,高端,512,4,0
U007061,iOS,中端,1927,10,0
U007062,iOS,高端,56,6,0
U007063,iOS,中端,726,11,0
U007064,安卓,低端,106,11,0
U007065,安卓,低端,223,4,0
U007066,安卓,低端,774,5,0
U007067,安卓,低端,457,7,0
U007068,安卓,低端,298,5,0
U007069,安卓,低端,31,6,0
U007070,iOS,中端,360,7,0
U007071,安卓,高端,189,3,0
U007072,安卓,中端,261,5,0
U007073,安卓,低端,263,4,0
U007074,iOS,高端,321,8,1
U007075,iOS,中端,76,9,0
U007076,安卓,高端,1119,10,0
U007077,iOS,低端,190,7,0
U007078,安卓,高端,67,4,0
U007079,iOS,中端,491,6,0
U007080,iOS,中端,871,15,0
U007081,安卓,中端,1039,7,0
U007082,安卓,高端,109,7,0
U007083,安卓,中端,62,9,0
U007084,iOS,高端,113,5,0
U007085,iOS,中端,77,7,0
U007086,安卓,低端,88,6,0
U007087,安卓,低端,198,6,0
U007088,安卓,低端,19,4,0
U007089,安卓,低端,718,7,0
U007090,安卓,中端,76,4,0
U007091,安卓,低端,3736,2,1
